TropeName,Tokens,FemaleTokens,MaleTokens,TotalMFTokens,TokenRatio,TropeLower,GenderRatioCalculated,GenderRatioZScaled,TitleTokens,ContainsGender,TropeURL,Implicit or Explicit (SN),Type (SN),Include,Ambiguous,He,She,They,Summary
ProtestByObstruction,1361,53,28,81,0.05951506245,protestbyobstruction,2.027757222,2.083908224,"['protest', 'by', 'obstruction']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/ProtestByObstruction,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character protests the destruction of something by physically blocking it off.,Write a short summary of a story in which the main character protests the destruction of something by physically blocking it off with his body.,Write a short summary of a story in which the main character protests the destruction of something by physically blocking it off with her body.,Write a short summary of a story in which the main character protests the destruction of something by physically blocking it off with their body.,"Protesting the destruction of something, usually a tree or building, by chaining yourself to that thing or otherwise physically blocking it off. Political protesters will often instead lock themselves to an important government building. Very much Truth in Television, going back to the suffragettes of the early 20th century. Doing this heroically marks you as a Badass Pacifist. A less sympathetic character may be a Soapbox Sadie, a New-Age Retro Hippie, or various other flavors of Strawman Political. If the obstruction is to prevent a person from harm rather than an object, that's Go Through Me."
DoomedNewClothes,3047,125,66,191,0.06268460781,doomednewclothes,2.028157846,2.084684344,"['doomed', 'new', 'clothes']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/DoomedNewClothes,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character buys new clothes, but then the clothes are somehow ruined from a puddle, a splash of mud, a sudden downpour, or another surprise.","Write a short summary of a story in which the main character buys new clothes, but then his clothes are somehow ruined from a puddle, a splash of mud, a sudden downpour, or another surprise.","Write a short summary of a story in which the main character buys new clothes, but then her clothes are somehow ruined from a puddle, a splash of mud, a sudden downpour, or another surprise.","Write a short summary of a story in which the main character buys new clothes, but then their clothes are somehow ruined from a puddle, a splash of mud, a sudden downpour, or another surprise.","So you just bought some new clothes. It's a nice day, why not put 'em on and go for a walk? So there you are, ambling along, maybe even whistling. This won't end well. You will trip into a puddle, get caught by a splash of mud from a passing car, get soaked by a sudden downpour or the like. In extreme circumstances you will suddenly be passed by a hero chasing a villain and accidentally knocked into a pond or covered with rubble. Extra points if the dress was a Pimped-Out Dress. And shoes? Well as Ben Elton once said, ""Nothing opens a dog's bottom quite like the sight of a new pair of hand-stitched Guccis!"" Clothing Damage is a more extreme version, as is Naked Freak-Out (which is more titillating than either). See also Wardrobe Wound, Watch the Paint Job, Tempting Fate, The Precious, Precious Car, Priceless Ming Vase, Ill-Fated Flowerbed and Forced into Their Sunday Best. Contrast Bulletproof Fashion Plate, where fine clothing seems impervious to damage, no matter what happens to the wearer. May be caused by a fashion-specialized Status Quo Is God to preserve the Limited Wardrobe, along with the Law of Conservation of Detail—they're not going to call attention to new clothes and then do nothing with that information. Interestingly enough happens quite often when villains are out shopping."
DecoyDamsel,3034,179,94,273,0.08998022412,decoydamsel,2.03196157,2.092053227,"['decoy', 'damsel']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/DecoyDamsel,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character goes to help someone who seems to be in trouble, but the person in trouble is actually a mastermind.","Write a short summary of a story in which the main character goes to help someone who he thinks to be in trouble, but the person in trouble is actually a mastermind.","Write a short summary of a story in which the main character goes to help someone who she thinks to be in trouble, but the person in trouble is actually a mastermind.","Write a short summary of a story in which the main character goes to help someone who they think to be in trouble, but the person in trouble is actually a mastermind.","&#010; Bob the adventuring hero is approached by Alice, who is in some kind of trouble. Her village is being ravaged by a monster, or she's being forced into marriage against her will. Bob, like a good hero, goes to help her... except, whoops! It was all a lie. Alice isn't in trouble; she's the mastermind, and Bob just walked straight into her Evil Plan. This is when a seeming Damsel in Distress is luring the hero in for her own ends, usually by playing on his heroism (and sometimes his lust for her). Just about Always Female. Note the damsel doesn't need to be the mastermind behind this, or even existent (illusions count). Compare Deliberately Distressed Damsel, Femme Fatale, False Innocence Trick, Honey Trap, Luring in Prey, Wounded Gazelle Gambit, Literal Maneater and Shapeshifting Trickster. Also see Using You All Along. Due to the nature of the trope, spoilers ahead."
CityMouse,2017,75,39,114,0.05651958354,citymouse,2.038832361,2.105363878,"['city', 'mouse']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/CityMouse,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character goes to the country, overconfidently making assumptions about life on the farm.",Write a short summary of a story in which the main character goes to the country and he overconfidently makes assumptions about life on the farm.,Write a short summary of a story in which the main character goes to the country and she overconfidently makes assumptions about life on the farm.,Write a short summary of a story in which the main character goes to the country and they overconfidently make assumptions about life on the farm.,"&#010; Demanding, often female, often found as a Fish out of Water on a farm somewhere with disturbingly large and invasive livestock; she may be quite literally out of water where there is no indoor plumbing. May have come to the country overconfidently assuming that The Simple Life is Simple. If female, expect her to frequently complain about breaking her nails. Unlike the Country Mouse (her foil counterpart), usually needs to learn, rather than teach, the lesson. Frequently overlaps with Naïve Newcomer and Fallen Princess. Particularly if a camping trip is in effect, the Bratty Teenage Daughter usually acts this way (with or without the Fancy Camping stuff). Compare City Slicker, an inexperienced urbanite who comes out to The Wild West. A Sub-Trope of Rich in Dollars, Poor in Sense. This term and Country Mouse derive from ""The City Mouse And The Country Mouse"" in Aesop's Fables, making it Older Than Feudalism."
PersonalHorror,1142,52,27,79,0.06917688266,personalhorror,2.039864681,2.107363772,"['personal', 'horror']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/PersonalHorror,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character does something that goes against the character's personal moral code, which leads to the alienation of self.","Write a short summary of a story in which the main character does something that goes against his moral code, which leads to the alienation of self.","Write a short summary of a story in which the main character does something that goes against her moral code, which leads to the alienation of self.","Write a short summary of a story in which the main character does something that goes against their moral code, which leads to the alienation of self.","This trope is when a painful betrayal of one's self-image, self-loathing, internal conflict, personal failing/flaw or guilt is Played for Drama. It can be because of what someone did, didn't do, tried and failed to do, or they were just unlucky and got caught up in a bad situation. The key part of this trope is that something goes against the character's personal moral code, leading to the alienation of self. Can lead to Heel–Face Turn or the character becoming The Atoner. Sometimes results in Past Experience Nightmares or the character crossing the Despair Event Horizon. Some characters have an overlap with You Are What You Hate. Often results in Heroic BSoD, sometimes after running Heroic Safe Mode. Can be invoked in and/or by a Breaking Lecture. Because of the nature of this trope, examples will be of a different kind for different characters. When editing, keep in mind to explain why an example is this trope for that character. Related to Psychological Horror and Existential Horror. Very much Truth in Television, but please keep examples civil. Not related to I Know What You Fear or Author Phobia. Compare Primal Fear, Death of Personality, and Cessation of Existence."
EekAMouse,6011,220,114,334,0.05556479787,eekamouse,2.041274076,2.110094167,"['eek', 'a', 'mouse']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/EekAMouse,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character sees a mouse and then stands shrieking, stomping, and clutching until the rodent is captured or driven away.","Write a short summary of a story in which the main character sees a mouse and then he stands shrieking, stomping, and clutching until the rodent is captured or driven away.","Write a short summary of a story in which the main character sees a mouse and then she stands shrieking, stomping, and clutching until the rodent is captured or driven away.","Write a short summary of a story in which the main character sees a mouse and then they stand shrieking, stomping, and clutching until the rodent is captured or driven away.","Hey, you might freak out too if you saw a tiny human running across your floor. A staple of early domestic comedies in both film and television. The mere sight of a mouse (or sometimes another animal who is the subject of a common phobia) will drive a housewife up onto a chair or a table, where she stands shrieking, stomping her feet, and clutching the hem of her skirt until the rodent is captured or driven away. This is largely a Dead Horse Trope today, with old examples rooted in a very specific and sexist image of women that dates back to the early part of the 20th Century, but it is still occasionally visible in cartoons and in the odd ironic reference. In some media, this is a unisex trope and involves a Mouse Hole or a Swarm of Rats for scare factor. A notable term for this type of fear is ""musophobia"". Cartoons will sometimes play with this trope by crossing it with the old myth (deemed plausible by the MythBusters) about mice frightening elephants, which results in elephants that shriek and leap up onto some (possibly insufficiently-strong) object upon sighting a mouse. Other common ways to subvert this trope include showing the wife standing unfazed while her husband shrieks and leaps to safety. This trope is arguably justified by evolution. For the vast majority of human existence, the animals commonly associated with this trope — rodents, snakes, spiders, etc. — were potentially venomous or carriers of disease, and a human's fear of it could be an evolved self-preserving instinct. See also Cower Power and Why Did It Have to Be Snakes?. May overlap with Screams Like a Little Girl. See also A Mischief of Mice, You Dirty Rat!, Spiders Are Scary, and Squirrels in My Pants. Contrast Nice Mice and Resourceful Rodent. In Japanese media, frogs are often used instead. Supertrope to Elephants Are Scared of Mice. Not to Be Confused with Eek! The Cat. Also not to be confused with the Jamaican reggae artist ""Eek-A-Mouse"". Truth in Television, of course, as many people do indeed fear mice and rats, for various reasons both rational and irrational."
SoapBoxSadie,5337,208,107,315,0.05902192243,soapboxsadie,2.046340442,2.11990914,"['soap', 'box', 'sadie']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/SoapBoxSadie,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character cares deeply about all worthy causes, and cares more about sounding morally superior than doing anything that actually helps.","Write a short summary of a story in which the main character cares deeply about all worthy causes, and he cares more about sounding morally superior than doing anything that actually helps.","Write a short summary of a story in which the main character cares deeply about all worthy causes, and she cares more about sounding morally superior than doing anything that actually helps.","Write a short summary of a story in which the main character cares deeply about all worthy causes, and they care more about sounding morally superior than doing anything that actually helps.","A character, often a child or teenager and almost Always Female, who cares deeply about all worthy causes. She wants to protect the environment from polluters, prove that women aren't inferior to men, and Free the Frogs. If she's the main character of the show, she spends a lot of time struggling with her idealism and whether it is too unrealistic. Soap Box Sadie is usually a post-hippie, the type of girl who would have been a hippie had she not been born in the wrong decade. Sometimes she's updated to the more recent counter-cultures of the time like emos, goths, hipsters, etc. Around the turn of The New '10s, the gender-neutral terms ""Social Justice Warrior"" and ""Woke"" started being used for a type of Sadie concerned with issues of social equality and diversity (i.e. race, religion, gender, sexuality, disability, etc). It refers to a type of progressive who advocates for social reform in a detrimental way: getting outraged at every petty grievance, speaking for marginalized groups and presuming to know what issues are important to them, and caring more about sounding morally superior than doing anything that actually helps. The terms can also be used as an insult (and usually are an insult when used online by an Internet Jerk), intended to get people to shut up even when the ""social justice warrior"" actually has a point and isn't expressing it in an unreasonable manner. In most shows, Sadie exists to teach children about the importance of the environment, feminism, standing up for one's beliefs, and so on. Depending on the Sliding Scale of Idealism Versus Cynicism she's as likely to reach someone as she is to get backlash about forcing her beliefs on others. This character is almost always on the political left. A character on the political right who behaves this way leans more toward The Fundamentalist. Compare Granola Girl, Literal Soapbox Speech, Straw Feminist, Straw Vegetarian, Strawman Political, Author Tract, and The Troublemaker. Special bonus if they actually get on a soapbox. Works made in The New '10s and The New '20s will almost always give them Nonconformist Dyed Hair. There's also the black equivalent of this trope called Malcolm Xerox. See Former Teen Rebel for those who have outgrown this. noreallife"
CleansUpNicely,13595,793,405,1198,0.08812063258,cleansupnicely,2.051358075,2.129629706,"['clean', 'up', 'nicely']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/CleansUpNicely,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character seems not particularly attractive, but then puts on nice clothes and is suddenly stunningly attractive.","Write a short summary of a story in which the main character seems not particularly attractive, but then he puts on nice clothes and is suddenly stunningly attractive.","Write a short summary of a story in which the main character seems not particularly attractive, but then she puts on nice clothes and is suddenly stunningly attractive.","Write a short summary of a story in which the main character seems not particularly attractive, but then they put on nice clothes and is suddenly stunningly attractive.","A character who has been presented to the audience as not particularly attractive cleans up, puts on nice clothes (or fancy clothes) and is suddenly stunningly attractive. If female, she may originally be dowdy, unfashionable, a Tomboy or Wrench Wench, or simply not particularly attentive to her appearance. If this is a male character, he may be slovenly or sloppy. Either gender may be impoverished and therefore shabby in their normal appearance. Since attractiveness is strongly tied to heteronormativity in most societies, this trope can also be used to play around with gender and sexuality. For example, a Butch Lesbian might dress up as a Girly Girl and (much to everyone's surprise) turn out to be gorgeous, or a wimpy Camp Gay guy could turn into a beauty when he crossdresses. For non-native English speakers (or anyone who's confused), the trope name refers to the subject cleaning herself nicely — all prettied up for admiration. Every adaptation of ""Cinderella"" ever has this moment as the abused scullery maid arrives at the ball with her Fairy Godmother powered ballgown. Possibly the Trope Maker. Wrench Wenches are likely to have at least one scene like this. Tomboys and The Lad-ette also often have a moment like this — often tagged with a ""Hey, I guess you really are a girl."" This happens to the Undercover Model for work-related reasons. Expect girls to be put in a Pimped-Out Dress or a Sundress of Innocence. (The trope overlaps with Beautiful All Along if it requires a permanent change in her attitude, but is more distinct if it only needs clothes, grooming and opportunity. A common sign of this trope being separate is if she (or he) goes back to the old look and the Love Interest doesn't mind at all.) Sister Trope to Beautiful All Along, Princess for a Day, Hollywood Homely and Bathe Her and Bring Her to Me. Occasionally involves a Pimped-Out Dress, but regular clothing will do. May be part of a Chic and Awe or Rags to Royalty situation. Sometimes overlaps with ""All Grown Up"" Remark. Contrast Unkempt Beauty, where she doesn't need to be cleaned up to look nice. Be aware of the Unnecessary Makeover where this trope doesn't work. See Tarnishing Their Own Beauty for the deliberate inversion."
SexyCoatFlashing,2659,141,72,213,0.08010530274,sexycoatflashing,2.051467378,2.129841456,"['sexy', 'coat', 'flashing']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/SexyCoatFlashing,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is wearing a coat or similar covering. The character starts talking to someone, then opens up the covering to show that nothing is being worn underneath.","Write a short summary of a story in which the main character is wearing a coat or similar covering. The character starts talking to someone, then he opens up the covering to show that nothing is being worn underneath.","Write a short summary of a story in which the main character is wearing a coat or similar covering. The character starts talking to someone, then she opens up the covering to show that nothing is being worn underneath.","Write a short summary of a story in which the main character is wearing a coat or similar covering. The character starts talking to someone, then they open up the covering to show that nothing is being worn underneath.","A woman (or occasionally a guy) is wearing a coat or similar covering, until she is talking to someone she wants to sleep with, or at least distract. Then she opens up and/or drops her covering to show that she's wearing nothing, or next to nothing, underneath. It doesn't matter what the cover is (a trenchcoat, a fur coat, or even a cardigan), or what is worn underneath (underwear, a swimsuit, or nothing at all), just so long as nothing else is being worn between them. Now often this works, but just as often it can fall flat, especially if it's a guy trying this, in which it may be Played for Laughs. Depending on the clothes, this can overlap with Of Corsets Sexy, Diamonds in the Buff, Naked in Mink, Going Fur a Swim, Sexy Discretion Shot, Distracted by the Sexy. A Sub-Trope of Ready for Lovemaking. A Sister Trope to Dress Hits Floor (although they don't overlap except in rare instances that she insists on calling her coat a dress). Contrast Defeat by Modesty, Modesty Towel, Wardrobe Malfunction. Not to be confused with just lifting your shirt or blouse, or with being a flasher in general — the one committing the act should be wearing a heavier outer garment to make a visual contrast between that and the fact that there's too little being worn beneath it. noreallife"
LeavingYouToFindMyself,1786,98,50,148,0.08286674132,leavingyoutofindmyself,2.052057219,2.130984144,"['leaving', 'you', 'to', 'find', 'myself']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/LeavingYouToFindMyself,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character had undergone many changes. To make a bold statement, the character dumps a partner.","Write a short summary of a story in which the main character had undergone many changes. To make a bold statement, he dumps a partner.","Write a short summary of a story in which the main character had undergone many changes. To make a bold statement, she dumps a partner.","Write a short summary of a story in which the main character had undergone many changes. To make a bold statement, they dump a partner.","The tale is approaching its finale and you have a character who has undergone many changes. Now you need them to make a bold statement, to show the world that they are a fully developed individual. What's the first thing you make them do? Dump their partner. For some reason, the partner of such a character is discarded like a trinket in an It's All Junk scenario. Sometimes, it's really obvious why this happened - for example, someone that's finally mustered the courage to leave an abusive or neglectful partner, or a marriage they never wanted. But other times, it's more subtle. Sentimental characters might decide they need to be ""better people"" before returning to their partner. Just what this actually means is left for the reader to figure out. In this case, their partner will probably wait as long as it takes for their beloved to finally decide to come home. Some other characters who leave their partners in these circumstances take time out to evaluate what they want from life since apparently it hasn't occurred to them to do that before they got married and had kids. Others though, seem to discard perfectly good and loving partners for no other reason than that that particular person reminds them of their past...or, more selfishly, they've decided that after years in a committed relationship, they ""deserve"" to experience other people and leave their loyal lover in the dust, blinking in confusion. Extra Kick the Dog points if this lover has stuck by them through thick and thin. The author may try to justify this with claims that their partner was ""holding them back"" or ""too dependent on them."" This explanation has varying degrees of success—a possessive partner who doesn't want their lover to cross the threshold of the house won't get much support from the audience, but a loyal husband or wife who has nursed their spouse through illness, only to be dumped the instant the doctor gives them the all-clear, certainly will. After all, if the partner only gets discarded after the Delicate and Sickly character gets better, it begins to look like the ill partner was only using them to get through the illness. Surely if they wanted to get out of the relationship that badly, the illness wouldn't have stopped them? While this trope normally applies to lovers, it can also apply to family members and friends as well. Compare Drama Bomb Finale and Journey to Find Oneself. By the very nature of this trope, here be SPOILERS."
OrphanageOfLove,2659,77,39,116,0.04362542309,orphanageoflove,2.057111547,2.140775797,"['orphanage', 'of', 'love']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/OrphanageOfLove,Implicit,Character Trope,Yes,"Write a short summary of a story in which the main character is an orphan and goes to a loving orphanage where there's enough food for all and it tastes good, the rooms are spacious and well lit, and the staff competently take care of the orphans until good foster homes can be found.","Write a short summary of a story in which the main character is an orphan and he goes to a loving orphanage where there's enough food for all and it tastes good, the rooms are spacious and well lit, and the staff competently take care of the orphans until good foster homes can be found.","Write a short summary of a story in which the main character is an orphan and she goes to a loving orphanage where there's enough food for all and it tastes good, the rooms are spacious and well lit, and the staff competently take care of the orphans until good foster homes can be found.","Write a short summary of a story in which the main character is an orphan and they go to a loving orphanage where there's enough food for all and it tastes good, the rooms are spacious and well lit, and the staff competently take care of the orphans until good foster homes can be found.","It's tough being an orphan. No parents, no home and a large chance you'll be placed in the horrible Orphanage of Fear. But some fictional orphans get lucky, and go to the Orphanage of Love instead. At the Orphanage of Love, there's enough food for all, and it tastes good. The rooms are spacious and well lit, the beds are soft and laundry is done frequently. The staff genuinely care about their charges and competently take care of them until good foster homes can be found for their precious angels. (Because no matter how wonderful the Orphanage of Love is, actual parents are even better.) Mind you, employee screening isn't perfect, and sometimes a Child Hater will somehow get on the staff and abuse the orphans until he can be exposed. Also, money is generally in short supply, so the heroes will often have to raise a bundle of cash to keep the place running or avoid having it foreclosed on by a Dastardly Whiplash land developer. Expect the heroes of the story to try Saving the Orphanage through whatever wacky means necessary. Expect the orphans themselves to get into the same act."
SecretDiary,2604,99,50,149,0.05721966206,secretdiary,2.05908385,2.144596701,"['secret', 'diary']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/SecretDiary,Implicit,Borderline Character,Yes,"Write a short summary of a story in which the main character finds the secret diary of someone else, discovering that it contains lots of dark secrets.",Write a short summary of a story in which the main character finds the secret diary of someone else and he discovers that it contains lots of dark secrets.,Write a short summary of a story in which the main character finds the secret diary of someone else and she discovers that it contains lots of dark secrets.,Write a short summary of a story in which the main character finds the secret diary of someone else and they discover that it contains lots of dark secrets.,"One character finds the secret diary of another character (almost Always Female because Diaries Are Girly), that contains all their darkest secrets. This is a form of Chekhov's Gun because introducing a secret diary into the show means the audience expects that there will be a plot dedicated to another character finding it and deciding and/or proceeding to read it and/or pass it around their friends, etc. Naturally, the character who owns the diary is furious when they discover this invasion of their privacy. The Annoying Younger Sibling will typically make it their life goal to find and steal the diary and reveal all of the juicy, embarrassing secrets within to everyone the character knows, for the express purpose of humiliation. For whatever reason, a lot of these ""secret"" diaries tend to be left open on the owner's desk instead of tucked away and locked somewhere, ripe and ready for snooping eyes. These circumstances usually play out in Video Games, where the protagonist can easily access a character's private thoughts in a justified fashion in order to drive the plot or just exist as a juicy Easter Egg. If a character comes across this and the story is kicked into motion, then it's a Plot-Triggering Book. Landline Eavesdropping fulfills a similar narrative role. Compare Intimate Artistry."
FoulFlower,1485,10,5,15,0.0101010101,foulflower,2.066016792,2.158027758,"['foul', 'flower']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/FoulFlower,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character is an anthropomorphic smiling flower that is downright evil.,Write a short summary of a story in which the main character is an anthropomorphic smiling flower and he is downright evil.,Write a short summary of a story in which the main character is an anthropomorphic smiling flower and she is downright evil.,Write a short summary of a story in which the main character is an anthropomorphic smiling flower and they are downright evil.,"&#010; Flowers are well-loved for their colorful petals and wonderful smells. Anthropomorphic smiling flowers are commonly seen in Sugar Bowl worlds. As with things such as circuses or Santa Claus, some creators like to subvert this positive portrayal and make it a downright evil character. Foul Flowers are commonly portrayed as seemingly cute. Though their green, slender stems might look a little sinister, their smiling faces and vibrant petals may be deceptive, allowing them to commit all sorts of horrible acts. They may have cutesy names to go along with their innocent appearances. They are usually found in a Crapsaccharine World, and may instigate a Sugar Apocalypse if they destroy their happy land. Green Thumb is a common power used by them. This negative portrayal may stem (no pun intended!) from the fact that a few flowers really do have some negative connotations. For example, Rafflesia arnoldii are known for their corpse-like smell, roses (quite possibly the most famous flower) are covered in sharp thorns that make them unpleasant to handle and may give you an infection if you get scratched, and Cherry Blossoms are used for connotations of death, due to not lasting very long, which reminds people of their own mortality. Camellias tend to just drop their entirety from the stem once they wilt, giving the eerie similarity with beheading. Additionally other species of flowers contain poison which can permanently put an end to a hiking trip, especially if they were mistaken for similar looking but harmless variants. To an individual suffering from medical conditions such as allergies or asthma, even the otherwise harmless spores emitted en-masse are the cause of much suffering; Fictional plants especially seem to be designed to inflict maximum harm. In addition to the popular poison trait, the aforementioned spores may be deliberately weaponized in fiction to infect hosts. Less subtle plants may sport thorns or possessing razor sharp leaves or petals. It could also be due to attracting various creatures for the sake of pollination, and many said creatures are notorious for their stingers. Compare Alluring Flowers, Man-Eating Plant, When Trees Attack and Botanical Abomination, other villainous plants which are usually portrayed as more Obviously Evil than a Foul Flower. There may be some overlap, though. For foul-smelling flowers, see Stinky Flower."
KimonoIsTraditional,1240,28,14,42,0.03387096774,kimonoistraditional,2.066016792,2.158027758,"['kimono', 'be', 'traditional']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/KimonoIsTraditional,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character wears a kimono for formal celebrations and events.,Write a short summary of a story in which the main character wears a kimono on his body for formal celebrations and events.,Write a short summary of a story in which the main character wears a kimono on her body for formal celebrations and events.,Write a short summary of a story in which the main character wears a kimono on their body for formal celebrations and events.,"In contemporary Japanese settings, the kimono is often shorthand for ""this character appreciates the traditional Good Old Ways."" Even people who wouldn't normally even think of abandoning the comfort of Western wear, will go out of their way to wear a fancy kimono for formal celebrations and events. For more information about the kimono, see the useful notes. For specifically kimono-flavoured fanservice, both sexual and not so, see Kimono Fanservice. A kimono is a likely wear-of-choice for a Yamato Nadeshiko. A Geisha will never work out of kimono. An elderly character wearing a kimono will likely represent the traditional ways, demanding respect as the iron-fisted head of their family. Sometimes the whole family is dressed this way, and might seem stuck in the Middle Ages when it comes to values. If the fianceé or would-be-so is shown in a kimono, expect her to be an upper-class maiden brought up in ""Kyoto style"", i.e. the old-fashioned way. In short, a character wearing a kimono daily means that they will most likely follow the expected ideal of a Japanese person of their age, sex and position. The exception is a working-age male daily wearer. This reads as somewhat of a rebel, as he most likely won't be a white-collar salaryman. Yet another character type seen wearing kimonos is certain hostesses — often a background hostess coupled with a dress-wearing one. In their case, the kimono belongs to their shtick of more grown-up, discreet charms and Yamato Nadeshiko or even geisha-like aesthetics. In modern Japan, the skill of dressing in a kimono and carrying it is largely limited to dancers, geisha and such, and aficionados. As well, professional sumo wrestlers are required to wear traditional Japanese dress whenever they are in public, with rank indicated by the elaborateness of the clothing. Being able to dress oneself in a kimono is oh-so-WOW, while yukata-wearing skill is more like a citizen responsibility. Other stereotypical kimono wearers are artistic types, mainly traditional artisans, painters, novelists and such, for whom it confers an air of respectability and grounding in tradition, which more Westernized and bohemian types often lack. Kimono are also not cheap by any means. Thus, daily kimono wearer characters have a certain aura of elite in the Japanese mind. Note that simply wearing yukata does not qualify a character to be traditional in kimono — it's considered a different type of garment altogether in Japan, and has different connotations. Similarly on the opposite end, wearing an uchikake, i.e. a loose, unfastened outer kimono on top of the normal kimono, in normal conditions (outside weddings) multiplies all the traditionalness, class, and wealth indications the kimono itself gives to a character."
FanserviceWithASmile,1665,60,30,90,0.05405405405,fanservicewithasmile,2.066016792,2.158027758,"['fanservice', 'with', 'a', 'smile']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/FanserviceWithASmile,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character works at a restaurant and wears accentuative clothing.,Write a short summary of a story in which the main character works at a restaurant and he wears accentuative clothing.,Write a short summary of a story in which the main character works at a restaurant and she wears accentuative clothing.,Write a short summary of a story in which the main character works at a restaurant and they wear accentuative clothing.,"Female serving staff wearing revealing outfits. Can be anything from a maid costume to a short skirt and low-cut top that reveals just enough cleavage to keep the male clientele interested. If the waitresses are wearing hot pants and a tight T-shirt/tank top, this, um, outfit is probably a parody of Hooter's (a fairly common target of parody and of imitation—if the fact that ""breastaurant"" is a word is anything to go by). Less commonly, the serving staff may be male, and dressed to expose or accentuate his physique. He may be shirtless (perhaps with a bowtie), or wearing a Naked Apron, or some other Rule of Sexy. See also Sexy Stewardess. Cosplay Cafes usually feature this. While not necessarily immoral, this can easily be demeaning or dangerous for employees in plenty of circumstances. Compare Go-Go Enslavement and Bad Job, Worse Uniform. This item is available in the Trope Co. catalog."
PhantomZonePicture,2079,64,32,96,0.04617604617,phantomzonepicture,2.066016792,2.158027758,"['phantom', 'zone', 'picture']",FALSE,https://tvtropes.org/pmwiki/pmwiki.php/Main/PhantomZonePicture,Implicit,Character Trope,Yes,Write a short summary of a story in which the main character is flattened down to two dimensions and stuck into a picture.,Write a short summary of a story in which the main character is flattened down to two dimensions and he is stuck into a picture.,Write a short summary of a story in which the main character is flattened down to two dimensions and she is stuck into a picture.,Write a short summary of a story in which the main character is flattened down to two dimensions and they are stuck into a picture.,"Got a prisoner neither bars nor chains can hold? Flatten them down to two dimensions, and stick them in a picture. From such a prison there can be no escaping, theoretically. As an added bonus, these pictures also make great Soul Jars. Life inside the picture can vary in many ways, starting with how much freedom the prisoner has. Soul Jars - The soul is trapped in the painting, but the body is free to move around.
 Human Popsicle - The prisoner is not aware of time passing, but is frozen in one moment.
 A living death - The prisoner is aware of time passing, but can't move inside the picture. Sometimes he can communicate with people in the real world.
 Portal Picture - The picture is a gateway to another world, in which the prisoner is now trapped. Generally, in the first two cases the prisoner does not age. With portal pictures they usually do, but in the third case both alternatives are reasonably common. Methods of releasing the prisoner also vary. With cursed pictures, simply looking at them can release the captive, who gets replaced by the viewer. Pictures holding villains are a form of Sealed Evil in a Can, and the prisoners usually can only be freed by sinister rituals. Those holding heroes are more likely to respond to such things as the tears of a true love, or to require epic deeds to be done in the world within the painting. While oil paintings are traditional, any kind of picture can be used. Another common variant is to use a mirror. With these, people looking in the mirror may see the prisoner in place of their reflection, or dimly superimposed on it. Sub-Trope to Anomalous Art. If the person is forced to immobility, may become a case of And I Must Scream. This sort of trap has a strong possibility of being the work of a Mad Artist. Compare Crystal Prison."
